symbol,event_id,asset,launch_ts,announcement_ts,announcement_body_present,body_trading_time_present,onboardDate_present,pending_trading_ts_present,trading_ts_present,first_orderbook_ts_present,first_trade_ts_present,first_mark_ts_present,first_index_ts_present,first_oi_ts_present,l2_t0_t6h_present,trades_t0_t6h_present,funding_present,spot_existed_before,other_venue_existed_before,actual_fee_present,capacity_present,coverage_score,coverage_score_after_free,coverage_score_after_free_and_key,bucket,bucket_after_free,missing_p0_fields,missing_p1_fields,backfill_source,action,vision_available,vision_missing,other_venue_first,launch_year
OPNUSDT,b58ff253b57614c58da55ec0,OPN,2026-02-21T15:00:00+00:00,2026-02-21T14:41:25.775000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,bybit:futures_listing@2026-02-11T09:51,2026
ROBOUSDT,ffe0e6ccd0ef9616e1269051,ROBO,2026-02-27T08:45:00+00:00,2026-02-27T08:00:22.463000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2026-02-25T09:34,2026
KATUSDT,3e5ba01473f71c2c24066d67,KAT,2026-03-02T05:00:00+00:00,2026-03-02T04:16:40.299000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
COPPERUSDT,a8187d0cf993805cfd2c093e,COPPER,2026-03-06T09:00:00+00:00,2026-03-04T12:30:04.241000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
EDGEUSDT,552172d058d82a30ea33b8c5,EDGE,2026-03-19T14:00:00+00:00,2026-03-19T13:29:23.305000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
BSBUSDT,33d1502c53913a216cd2cd0b,BSB,2026-03-25T11:45:00+00:00,2026-03-25T10:14:18.121000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2026-03-03T08:56,2026
BASEDUSDT,26ab833409026c6833e35671,BASED,2026-03-30T10:00:00+00:00,2026-03-30T09:40:42.485000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2026-03-30T08:36,2026
BZUSDT,2db85afffb39035b368afd91,BZ,2026-04-01T09:10:00+00:00,2026-03-30T13:00:35.673000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
PRLUSDT,522a952ef9eba0157e549954,PRL,2026-04-01T10:30:00+00:00,2026-04-01T09:51:00.284000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2026-03-27T05:01,2026
GENIUSUSDT,6c0f1dc85db6d011c883ed91,GENIUS,2026-04-16T03:30:00+00:00,2026-04-16T02:03:08.861000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
CHIPUSDT,0c2309bd4c1d478508f92129,CHIP,2026-04-16T07:15:00+00:00,2026-04-16T06:14:15.403000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
OPGUSDT,ccb83aab3b96f19dedf813f2,OPG,2026-04-22T15:30:00+00:00,2026-04-22T14:51:55.953000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2026-04-21T03:13,2026
AIGENSYNUSDT,aa14e742e8cfb1efff510dc4,AIGENSYN,2026-04-29T14:15:00+00:00,2026-04-29T13:27:04.104000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;metrics;fundingRate,premiumIndexKlines,,2026
BILLUSDT,742251cb77d37722f13a482f,BILL,2026-05-07T08:15:00+00:00,2026-05-07T06:59:29.304000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2026-05-04T05:38,2026
PHAROSUSDT,56f2f342b29eec0adafc21d9,PHAROS,2026-05-14T05:15:00+00:00,2026-05-14T04:14:04.113000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;metrics;fundingRate,premiumIndexKlines,,2026
SPCXUSDT,1a859f85a0722b921770c970,SPCX,2026-05-21T04:45:00+00:00,2026-05-21T03:30:20.816000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,77,80,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;metrics;fundingRate,indexPriceKlines;premiumIndexKlines,,2026
OPENAIUSDT,976b92e9c98390bef992d712,OPENAI,2026-05-26T08:30:00+00:00,2026-05-26T07:00:01.392000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
CTRUSDT,572cd83f5720bcd5d1c2187c,CTR,2026-05-28T09:30:00+00:00,2026-05-28T08:16:29.339000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;metrics;fundingRate,premiumIndexKlines,,2026
QNTXUSDT,71e4da15c6c4a9bb54da9834,QNTX,2026-05-29T08:15:00+00:00,2026-05-29T07:00:06.968000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
SLXUSDT,03ba3fbc3b60d01293ced6b8,SLX,2026-06-01T07:30:00+00:00,2026-06-01T06:15:08.711000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;metrics;fundingRate,premiumIndexKlines,,2026
ANTHROPICUSDT,d913e3b032076ea0acc1c625,ANTHROPIC,2026-06-02T04:30:00+00:00,2026-06-02T03:01:28.377000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
ZESTUSDT,baf507f943c3234dd3349b17,ZEST,2026-06-04T14:00:00+00:00,2026-06-04T12:44:22.460000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
ARXUSDT,ace902e11e083aed89453fd5,ARX,2026-06-23T04:45:00+00:00,2026-06-23T03:30:38.167000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2026-06-22T13:30,2026
OUSDT,dda6f21f5273653ecc988770,OUSDT,2026-06-24T11:45:00+00:00,2026-06-24T10:30:18.531000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;metrics;fundingRate,premiumIndexKlines,,2026
CAPUSDT,c5b864cf4dd397c1d6ef3939,CAP,2026-06-27T11:45:00+00:00,2026-06-27T10:50:43.165000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;metrics;fundingRate,premiumIndexKlines,bybit:listing@2026-06-25T13:43,2026
DATAIPUSDT,230ce5a85a2127398ae882db,DATAIP,2026-07-03T06:45:00+00:00,2026-07-03T05:30:27.549000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
SKHYUSDT,ebcb069f413d87e3ef9e100d,SKHY,2026-07-10T15:50:00+00:00,2026-07-10T15:37:03.303000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
POPMARTUSDT,da994df5057188e2584557f8,POPMART,2026-07-23T02:30:00+00:00,2026-07-23T01:30:03.723000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
GRVTUSDT,236fa99f5592a4897da47982,GRVT,2026-07-31T12:45:00+00:00,2026-07-31T11:30:11.662000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2026-07-29T00:00,2026
GIGADEVUSDT,43f2c0248b765f05f8838aac,GIGADEV,2026-08-03T05:30:00+00:00,2026-08-03T02:30:09.135000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
DOSUSDT,59e06472fc86d6593e4f1ec7,DOS,2026-08-11T15:00:00+00:00,2026-08-11T14:00:02.967000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
UNITREEUSDT,8e5439011d436434070c3559,UNITREE,2026-08-19T02:45:00+00:00,2026-08-19T02:30:09.387000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2026-08-03T01:53,2026
MARSCOINUSDT,52458484e807a05d5e6a8195,MARSCOIN,2026-09-01T09:45:00+00:00,2026-09-01T08:45:05.663000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,77,80,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics,fundingRate,,2026
GPROUSDT,9d284c44285f781ea3153bc1,GPRO,2026-09-03T13:45:00+00:00,2026-09-03T12:30:25.942000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,87,90,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics,fundingRate,bybit:futures_listing@2026-09-02T08:24,2026
PONSUSDT,266efa4370e672325fa7860d,PONS,2026-09-06T06:45:00+00:00,2026-09-06T05:55:11.414000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,87,90,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics,fundingRate,bybit:futures_listing@2026-08-31T09:39,2026
